index,name,layer,pos_x,pos_y,pos_z,rotation,value,tilt,height,thickness,style,width_ratio,degree,length,end_x,end_y,end_z,delta_x,delta_y,delta_z,start_x,start_y,start_z,pos_x1,pos_y1,pos_z1,width,minor_radius,minor_vector_x,minor_vector_y,minor_vector_z,area,radius_ratio,start_degree,major_radius,major_vector_x,major_vector_y,major_vector_z,centor_point_x,centor_point_y,centor_point_z,close,global_width,associative,radius,total_angle
1,Line,0,,,,,,,,0,,,180,7000,42689.0015,41974.2353,0,-7000,0,0,49689.0015,41974.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0,,,,,,,,0,,,0,206.0564,49689.0015,41974.2353,0,206.0564,0,0,49482.9451,41974.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0,,,,,,,,0,,,0,7200,49689.0015,44274.2353,0,7200,0,0,42489.0015,44274.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0,,,,,,,,0,,,180,6993.9436,42489.0015,44274.2353,0,-6993.9436,0,0,49482.9451,44274.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Point,0,61197.7644,58116.2465,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,0,21100,127934.2887,79188.0798,0,21100,0,0,106834.2887,79188.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,206,12754.8088,61408.7374,36407.5261,0,-11464.8691,-5589.4476,0,72873.6064,41996.9737,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,34801.4427,95834.2887,83988.0798,0,-34801.4427,0,0,130635.7314,83988.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,0,10700,78396.2887,73588.0798,0,10700,0,0,67696.2887,73588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,0,11200,78896.2887,73088.0798,0,11200,0,0,67696.2887,73088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ,,,,,,,,0,,,,1570.7963,,,,,,,,,,,,,,,,,,285398.1634,,270,,,,,72196.2887,79788.0798,0,,,,1000,90
1,Arc,DIM,,,,,,,,0,,,,6283.1853,,,,,,,,,,,,,,,,,,4566370.614,,0,,,,,84834.2887,84088.0798,0,,,,4000,90
1,Line,DIM,,,,,,,,0,,,90,5000,88834.2887,84088.0798,0,0,5000,0,88834.2887,79088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,9424.778,,,,,,,,,,,,,,,,,,10274333.88,,0,,,,,82834.2887,60088.0798,0,,,,6000,90
1,Line,DIM,,,,,,,,0,,,90,15864.1244,88834.2887,60088.0798,0,0,15864.1244,0,88834.2887,44223.9554,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,9424.778,,,,,,,,,,,,,,,,,,10274333.88,,180,,,,,101834.2887,79088.0798,0,,,,6000,90
1,Line,DIM,,,,,,,,0,,,90,17406.2434,95834.2887,96594.3232,0,0,17406.2434,0,95834.2887,79188.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,0,,,,,,,,0,,,,2910.6475,,,,,,,,,,,,,,,,,,923966.613,,277,,,,,100064.721,38674.5216,0,,,,2000,83
1,Arc,DIM,,,,,,,,0,,,,6745.0756,,,,,,,,,,,,,,,,,,5543427.621,,180,,,,,99834.2887,40661.2025,0,,,,4000,97
1,Line,DIM,,,,,,,,0,,,90,19426.8773,95834.2887,60088.0798,0,0,19426.8773,0,95834.2887,40661.2025,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,9424.778,,,,,,,,,,,,,,,,,,10274333.88,,90,,,,,101834.2887,60088.0798,0,,,,6000,90
1,Line,DIM,,,,,,,,0,,,180,32606.0507,101834.2887,66088.0798,0,-32606.0507,0,0,134440.3394,66088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,9424.778,,,,,,,,,,,,,,,,,,10274333.88,,270,,,,,82834.2887,79088.0798,0,,,,6000,90
1,Line,DIM,,,,,,,,0,,,180,29145.2752,53689.0135,73088.0798,0,-29145.2752,0,0,82834.2887,73088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,44005.2285,101834.2887,73088.0798,0,-44005.2285,0,0,145839.5173,73088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,2356.1945,,,,,,,,,,,,,,,,,,642145.8676,,270,,,,,72196.2887,79788.0798,0,,,,1500,90
1,Line,TSZ-1,,,,,,,,0,,,0,10700,78396.2887,73568.0798,0,10700,0,0,67696.2887,73568.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,2324.7786,,,,,,,,,,,,,,,,,,625136.1371,,270,,,,,72196.2887,79788.0798,0,,,,1480,90
1,Line,TSZ,,,,,,,,0,,,90,14000,73196.2887,93788.0798,0,0,14000,0,73196.2887,79788.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,160,4200,73343.6444,41826.4911,0,-3948.3191,1432.0532,0,77291.9635,40394.438,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,23561.945,,,,,,,,,,,,,,,,,,82454386.62,,340,,,,,67891.2038,43804.0884,0,,,,10000,135
1,Line,DIM,,,,,,,,0,,,180,34801.4427,95834.2887,87488.0798,0,-34801.4427,0,0,130635.7314,87488.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,0,4500,72196.2887,78788.0798,0,4500,0,0,67696.2887,78788.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,4700,67696.2887,73588.0798,0,0,-4700,0,67696.2887,78288.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,0,10700,84396.2887,93308.0798,0,10700,0,0,73696.2887,93308.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,0,10700,84396.2887,93288.0798,0,10700,0,0,73696.2887,93288.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,0,11200,84396.2887,93788.0798,0,11200,0,0,73196.2887,93788.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,16407.993,,,,,,,,,,,,,,,,,,42737363.6,,270,,,,,130635.7314,89488.0798,0,,,,5500,171
1,Arc,TSZ,,,,,,,,0,,,,1570.7963,,,,,,,,,,,,,,,,,,285398.1634,,90,,,,,79896.2887,87088.0798,0,,,,1000,90
1,Line,TSZ,,,,,,,,0,,,0,4500,84396.2887,88088.0798,0,4500,0,0,79896.2887,88088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,90,4740,84416.2887,93308.0798,0,0,4740,0,84416.2887,88568.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,90,4740,84396.2887,93308.0798,0,0,4740,0,84396.2887,88568.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,2324.7786,,,,,,,,,,,,,,,,,,625136.1371,,90,,,,,79896.2887,87088.0798,0,,,,1480,90
1,Arc,TSZ-1,,,,,,,,0,,,,2356.1945,,,,,,,,,,,,,,,,,,642145.8676,,90,,,,,79896.2887,87088.0798,0,,,,1500,90
1,Line,TSZ-1,,,,,,,,0,,,90,13500,73696.2887,93288.0798,0,0,13500,0,73696.2887,79788.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,90,13500,78396.2887,87088.0798,0,0,13500,0,78396.2887,73588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,90,14000,78896.2887,87088.0798,0,0,14000,0,78896.2887,73088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,0,4500,84396.2887,88588.0798,0,4500,0,0,79896.2887,88588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ,,,,,,,,0,,,,24740.0423,,,,,,,,,,,,,,,,,,90905961.25,,340,,,,,67891.2038,43804.0884,0,,,,10500,135
1,Arc,DIM,,,,,,,,0,,,,5966.5429,,,,,,,,,,,,,,,,,,5651221.633,,270,,,,,130635.7314,89488.0798,0,,,,2000,171
1,Line,DIM,,,,,,,,0,,,351,33117.3607,131502.865,94919.2932,0,32703.1735,-5221.3046,0,98799.6915,100140.5978,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,6425.739,,,,,,,,,,,,,,,,,,4856557.807,,358,,,,,134440.3394,62088.0798,0,,,,4000,92
1,Line,DIM,,,,,,,,0,,,268,814.4423,138408.7802,61131.6311,0,-29.0193,-813.9252,0,138437.7995,61945.5563,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,12048.2606,,,,,,,,,,,,,,,,,,17073836.04,,358,,,,,134440.3394,62088.0798,0,,,,7500,92
1,Line,DIM,,,,,,,,0,,,268,8772.3529,141623.0105,53054.0656,0,-312.5666,-8766.7826,0,141935.5771,61820.8483,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,268,43318.8858,145120.7881,52929.3576,0,-1543.4897,-43291.3791,0,146664.2777,96220.7367,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,268,43318.8858,145320.6611,52922.2314,0,-1543.4897,-43291.3791,0,146864.1507,96213.6105,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,6059.104,,,,,,,,,,,,,,,,,,4130757.757,,90,,,,,67140.7286,92594.3232,0,,,,4000,87
1,Arc,DIM,,,,,,,,0,,,,6507.2667,,,,,,,,,,,,,,,,,,5027083.131,,177,,,,,66664.057,82788.0798,0,,,,4000,93
1,Line,DIM,,,,,,,,0,,,87,9817.8219,63147.0035,92818.2874,0,476.6716,9806.2434,0,62670.3319,83012.0439,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,11360.8199,,,,,,,,,,,,,,,,,,14522195.24,,90,,,,,67140.7286,92594.3232,0,,,,7500,87
1,Line,DIM,,,,,,,,0,,,87,8709.6317,59652.4941,93014.256,0,487.6614,8695.9686,0,59164.8327,84318.2874,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,70,41087.1233,56750.9025,103783.125,0,13762.5719,38713.6063,0,42988.3306,65069.5187,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,71,41031.2363,56551.2162,103794.3232,0,13562.8856,38724.8045,0,42988.3306,65069.5187,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,32000,67140.7286,96594.3232,0,-32000,0,0,99140.7286,96594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,32242.3073,67140.7286,100094.3232,0,-32242.3073,0,0,99383.0359,100094.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,42831.8197,56551.2162,103594.3232,0,-42831.8197,0,0,99383.0359,103594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,42831.8197,56551.2162,103794.3232,0,-42831.8197,0,0,99383.0359,103794.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,6844.3455,,,,,,,,,,,,,,,,,,5767287.128,,260,,,,,134411.3201,61274.1546,0,,,,4000,98
1,Line,DIM,,,,,,,,0,,,0,46285.7762,99974.7777,28774.2353,0,46285.7762,0,0,53689.0015,28774.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,0,46285.7762,99974.7777,28974.2353,0,46285.7762,0,0,53689.0015,28974.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,0,44552.4764,98241.4779,32474.2353,0,44552.4764,0,0,53689.0015,32474.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,351,48082.4653,146832.6186,96016.1118,0,47481.1148,-7580.7127,0,99351.5038,103596.8245,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,351,48082.4653,146864.1507,96213.6105,0,47481.1148,-7580.7127,0,99383.0359,103794.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,328,12302.7787,153402.9651,57173.6573,0,10445.3171,-6500.2856,0,142957.6479,63673.9429,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,328,12000.38,173480.6125,89436.4544,0,10188.5743,-6340.5105,0,163292.0382,95776.9649,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,238,38001.2032,142957.6479,63673.9429,0,-20334.3902,-32103.022,0,163292.0382,95776.9649,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,238,38001.2032,153146.2222,57333.4325,0,-20334.3902,-32103.022,0,173480.6125,89436.4544,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,10448.0612,,,,,,,,,,,,,,,,,,16854773.41,,290,,,,,122390.8154,48988.3752,0,,,,4000,150
1,Arc,0,,,,,,,,0,,,,2886.6678,,,,,,,,,,,,,,,,,,1109621.188,,180,,,,,107764.721,40923.9553,0,,,,1500,110
1,Line,DIM,,,,,,,,0,,,351,32546.2108,130951.0527,91463.0665,0,32139.1668,-5131.2567,0,98811.886,96594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,20,16513.8581,123776.1081,45235.9141,0,15491.9024,5719.1317,0,108284.2057,39516.7824,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,12996.5993,,,,,,,,,,,,,,,,,,15507919,,290,,,,,134127.7728,53321.2972,0,,,,11000,68
1,Arc,DIM,,,,,,,,0,,,,8861.3177,,,,,,,,,,,,,,,,,,7209259.864,,290,,,,,134127.7728,53321.2972,0,,,,7500,68
1,Arc,DIM,,,,,,,,0,,,,2121.8933,,,,,,,,,,,,,,,,,,131862.6881,,270,,,,,98241.4779,38474.2353,0,,,,6000,20
1,Line,DIM,,,,,,,,0,,,20,38807.3628,136725.1966,46285.4326,0,36405.7797,13439.8889,0,100319.4169,32845.5437,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,20,40540.6626,137937.3277,43002.0292,0,38031.8147,14040.1708,0,99905.513,28961.8584,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,20,40540.6626,138006.5924,42814.4061,0,38031.8147,14040.1708,0,99974.7777,28774.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,1879.0369,,,,,,,,,,,,,,,,,,136700.9622,,270,,,,,59598.051,39974.2353,0,,,,4000,27
1,Line,DIM,,,,,,,,0,,,0,5909.0495,59598.051,35974.2353,0,5909.0495,0,0,53689.0015,35974.2353,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,13232.9011,,,,,,,,,,,,,,,,,,16076969.91,,290,,,,,134127.7728,53321.2972,0,,,,11200,68
1,Arc,TSZ-1,,,,,,,,0,,,,23609.0689,,,,,,,,,,,,,,,,,,82784533.99,,340,,,,,67891.2038,43804.0884,0,,,,10020,135
1,Line,TSZ-1,,,,,,,,0,,,0,4500,72196.2887,78288.0798,0,4500,0,0,67696.2887,78288.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,13665.9281,,,,,,,,,,,,,,,,,,27737655.66,,160,,,,,61197.7644,58116.2465,0,,,,5800,135
1,Arc,DIM,,,,,,,,0,,,,4546.0414,,,,,,,,,,,,,,,,,,601202.5325,,157,,,,,55416.0522,61455.6004,0,,,,12942.5141,20
1,Arc,DIM,,,,,,,,0,,,,4359.047,,,,,,,,,,,,,,,,,,1625960.371,,118,,,,,53689.0015,62088.0798,0,,,,4000,62
1,Arc,DIM,,,,,,,,0,,,,11780.9725,,,,,,,,,,,,,,,,,,16053646.69,,90,,,,,53689.0015,62088.0798,0,,,,7500,90
1,Line,DIM,,,,,,,,0,,,270,22113.8444,46189.0015,39974.2353,0,0,-22113.8444,0,46189.0015,62088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,6283.1853,,,,,,,,,,,,,,,,,,4566370.614,,180,,,,,53689.0015,39974.2353,0,,,,4000,90
1,Line,DIM,,,,,,,,0,,,270,22113.8444,49689.0015,39974.2353,0,0,-22113.8444,0,49689.0015,62088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,3514.9754,128314.2887,75573.1044,0,0,-3514.9754,0,128314.2887,79088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,270,3900,127934.2887,75588.0798,0,0,-3900,0,127934.2887,79488.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,3500,128334.2887,75588.0798,0,0,-3500,0,128334.2887,79088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,3500,143354.2887,75588.0798,0,0,-3500,0,143354.2887,79088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,270,3900,143734.2887,75588.0798,0,0,-3900,0,143734.2887,79488.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,3500,143334.2887,75588.0798,0,0,-3500,0,143334.2887,79088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,180,15000,128334.2887,79108.0798,0,-15000,0,0,143334.2887,79108.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,160,4200,73336.8251,41807.6896,0,-3948.3191,1432.0532,0,77285.1442,40375.6364,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,180,15000,128334.2887,79088.0798,0,-15000,0,0,143334.2887,79088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,260,5200,122728.9543,53498.8271,0,-906.881,-5120.3092,0,123635.8353,58619.1364,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,260,5200,122709.2608,53502.3151,0,-906.881,-5120.3092,0,123616.1418,58622.6244,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,DIM,,,,,,,,0,,,,11780.9725,,,,,,,,,,,,,,,,,,16053646.69,,180,,,,,53689.0015,39974.2353,0,,,,7500,90
1,Arc,DIM,,,,,,,,0,,,,17278.7596,,,,,,,,,,,,,,,,,,34533177.77,,180,,,,,53689.0015,39974.2353,0,,,,11000,90
1,Arc,DIM,,,,,,,,0,,,,17592.9189,,,,,,,,,,,,,,,,,,35800345.62,,180,,,,,53689.0015,39974.2353,0,,,,11200,90
1,Line,DIM,,,,,,,,0,,,270,24220.9752,42689.0015,39974.2353,0,0,-24220.9752,0,42689.0015,64195.2105,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,90,2410,106644.2887,79188.0798,0,0,2410,0,106644.2887,76778.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,90,2410,98924.2887,79188.0798,0,0,2410,0,98924.2887,76778.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,0,8100,106834.2887,76588.0798,0,8100,0,0,98734.2887,76588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,0,7720,106644.2887,76778.0798,0,7720,0,0,98924.2887,76778.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,Hill,,,,,,,,0,,,90,7000,99140.7286,103594.3232,0,0,7000,0,99140.7286,96594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,Hill,,,,,,,,0,,,90,7000,87140.7286,103594.3232,0,0,7000,0,87140.7286,96594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,Hill,,,,,,,,0,,,90,7000,83140.7286,103594.3232,0,0,7000,0,83140.7286,96594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,Hill,,,,,,,,0,,,90,7000,67140.7286,103594.3232,0,0,7000,0,67140.7286,96594.3232,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,2324.7786,,,,,,,,,,,,,,,,,,625136.15,,80,,,,,116047.2739,53158.9041,0,,,,1480,90
1,Line,DIM,,,,,,,,0,,,90,2400,101834.2887,75488.0798,0,0,2400,0,101834.2887,73088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,0,12000,127934.2887,75588.0798,0,12000,0,0,115934.2887,75588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,2410,108024.2887,75588.0798,0,0,-2410,0,108024.2887,77998.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,270,2410,115744.2887,75588.0798,0,0,-2410,0,115744.2887,77998.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,180,8100,107834.2887,78188.0798,0,-8100,0,0,115934.2887,78188.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,180,7720,108024.2887,77998.0798,0,-7720,0,0,115744.2887,77998.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,350,10164.7878,133711.2307,57335.8968,0,10007.8888,-1779.065,0,123703.3419,59114.9618,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,350,476.1945,123090.9048,52926.633,0,468.8442,-83.3447,0,122622.0607,53009.9777,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,270,22113.8444,42489.0015,39974.2353,0,0,-22113.8444,0,42489.0015,62088.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,DIM,,,,,,,,0,,,180,5900,101934.2887,75588.0798,0,-5900,0,0,107834.2887,75588.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ,,,,,,,,0,,,,1570.7963,,,,,,,,,,,,,,,,,,285398.1693,,80,,,,,116047.2739,53158.9041,0,,,,1000,90
1,Line,TSZ,,,,,,,,0,,,180,15800,127934.2887,79488.0798,0,-15800,0,0,143734.2887,79488.0798,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,2324.7785,,,,,,,,,,,,,,,,,,625136.1242,,350,,,,,107972.9401,54588.9858,0,,,,1480,90
1,Line,TSZ-1,,,,,,,,0,,,260,6500,113436.6603,47020.1179,0,-1133.6013,-6400.3866,0,114570.2616,53420.5044,0,,,,,,,,,,,,,,,,,,,,,,,
1,Text,0,65526.906,49887.7369,0,115,1580,0,900,0,Standard,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,2356.1945,,,,,,,,,,,,,,,,,,642145.8809,,80,,,,,116047.2739,53158.9041,0,,,,1500,90
1,Line,0,,,,,,,,0,,,295,5400,63697.2133,52771.833,0,2287.6312,-4891.4971,0,61409.5821,57663.3301,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0,,,,,,,,0,,,115,5900,65391.7549,49148.5019,0,-2499.4489,5344.4135,0,67891.2038,43804.0884,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0,,,,,,,,0,,,160,5300,56215.3617,59923.3612,0,-4982.4027,1807.1147,0,61197.7644,58116.2465,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,160,4200,51803.8239,61544.6985,0,-3948.3191,1432.0532,0,55752.143,60112.6453,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,160,4200,51797.0046,61525.8969,0,-3948.3191,1432.0532,0,55745.3237,60093.8438,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0,,,,,,,,0,,,160,5300,67891.2038,43804.0884,0,-4982.4027,1807.1147,0,72873.6064,41996.9737,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ-1,,,,,,,,0,,,,13618.8042,,,,,,,,,,,,,,,,,,27546691.3,,340,,,,,67891.2038,43804.0884,0,,,,5780,135
1,Arc,TSZ,,,,,,,,0,,,,12487.8309,,,,,,,,,,,,,,,,,,23161437.2,,340,,,,,67891.2038,43804.0884,0,,,,5300,135
1,Arc,TSZ-1,,,,,,,,0,,,,13665.9281,,,,,,,,,,,,,,,,,,27737655.66,,340,,,,,67891.2038,43804.0884,0,,,,5800,135
1,Arc,TSZ-1,,,,,,,,0,,,,13618.8042,,,,,,,,,,,,,,,,,,27546691.3,,160,,,,,61197.7644,58116.2465,0,,,,5780,135
1,Arc,TSZ-1,,,,,,,,0,,,,23609.0689,,,,,,,,,,,,,,,,,,82784533.99,,160,,,,,61197.7644,58116.2465,0,,,,10020,135
1,Arc,TSZ,,,,,,,,0,,,,12487.8309,,,,,,,,,,,,,,,,,,23161437.2,,160,,,,,61197.7644,58116.2465,0,,,,5300,135
1,Arc,TSZ,,,,,,,,0,,,,24740.0423,,,,,,,,,,,,,,,,,,90905961.25,,160,,,,,61197.7644,58116.2465,0,,,,10500,135
1,Arc,TSZ-1,,,,,,,,0,,,,23561.945,,,,,,,,,,,,,,,,,,82454386.62,,160,,,,,61197.7644,58116.2465,0,,,,10000,135
1,Line,TSZ-1,,,,,,,,0,,,260,6500,108316.3511,47926.9989,0,-1133.6013,-6400.3866,0,109449.9524,54327.3855,0,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ,,,,,,,,0,,,260,7000,107736.8136,47521.8616,0,-1220.8014,-6892.724,0,108957.615,54414.5856,0,,,,,,,,,,,,,,,,,,,,,,,
1,Solid,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,TSZ-1,,,,,,,,0,,,260,6500,113456.3538,47016.6299,0,-1133.6013,-6400.3866,0,114589.9551,53417.0164,0,,,,,,,,,,,,,,,,,,,,,,,
1,Arc,TSZ,,,,,,,,0,,,,1570.7963,,,,,,,,,,,,,,,,,,285398.1575,,350,,,,,107972.9401,54588.9858,0,,,,1000,90
1,Arc,TSZ-1,,,,,,,,0,,,,2356.1945,,,,,,,,,,,,,,,,,,642145.8544,,350,,,,,107972.9401,54588.9858,0,,,,1500,90
