계수,이름,단위 비율,도면 리비전 번호,도면층,마지막 파일 저장자,블록 단위,색상,선가중치,선종류,선종류 축척,위치 X,위치 Y,위치 Z,작성자,제목,주석,주제,총 편집 시간,축척 X,축척 Y,축척 Z,키워드,파일 수정,파일 액세스됨,파일 위치,파일 이름,파일 작성됨,파일 크기,플롯 스타일,하이퍼링크,하이퍼링크 기본,회전,EdgeStyleId,FaceStyleId,VisualStyleId,값,기울기,높이,두께,스타일,폭 비율,각도,길이,끝 X,끝 Y,끝 Z,델타 X,델타 Y,델타 Z,시작 X,시작 Y,시작 Z,재료,내용,위치 X1,위치 Y1,위치 Z1,폭,ContentsRTF,ShowBorders,단축 반지름,단축 벡터 X,단축 벡터 Y,단축 벡터 Z,면적,반지름 비율,시작 각도,장축 반지름,장축 벡터 X,장축 벡터 Y,장축 벡터 Z,중심점 X,중심점 Y,중심점 Z,닫기,전역 폭,각도1,간격,연관,원점 X,원점 Y,유형,이중,축척,패턴 이름,BackgroundColor,반지름,전체 각도
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,39,3790.0000,83190.6623,57527.7031,0.0000,2934.4290,2398.5884,0.0000,80256.2333,55129.1147,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,90,480.0000,102424.7209,50596.5860,0.0000,0.0000,480.0000,0.0000,102424.7209,50116.5860,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,39,4150.0000,83697.2286,57476.8053,0.0000,3213.1611,2626.4226,0.0000,80484.0675,54850.3826,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,타원,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,,,,,,,,,,,,,,,,,,,,,,,1010.0000,-714.1778,-714.1778,0.0000,291134.6645,1.0000,135,1010.0000,-714.1778,714.1778,0.0000,101414.7209,50116.5860,0.0000,,,,,,,,,,,,,,
1,호,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,,1021.0176,,,,,,,,,,ByLayer,,,,,,,,,,,,120580.7240,,129,,,,,80895.4349,54347.1164,0.0000,,,,,,,,,,,,,650.0000,90
1,선,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,219,4150.0000,78129.7802,57730.6137,0.0000,-3213.1611,-2626.4226,0.0000,81342.9413,60357.0364,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,270,10221.9172,92334.2887,32474.2353,0.0000,0.0000,-10221.9172,0.0000,92334.2887,42696.1525,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,0,3469.9471,134440.3325,69588.0798,0.0000,3469.9471,0.0000,0.0000,130970.3854,69588.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,90,7066.2434,92334.2887,96594.3232,0.0000,0.0000,7066.2434,0.0000,92334.2887,89528.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,180,14645.2803,53689.0084,69588.0798,0.0000,-14645.2803,0.0000,0.0000,68334.2887,69588.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,PAINT,joobs,,ByLayer,ByLayer,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,0,30986.0967,130970.3854,69588.0798,0.0000,30986.0967,0.0000,0.0000,99984.2887,69588.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,PAINT,joobs,,ByLayer,ByLayer,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,90,19241.9273,92334.2887,42696.1525,0.0000,0.0000,-19241.9273,0.0000,92334.2887,61938.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByLayer,ByLayer,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,0,0.0000,92334.2887,69588.0798,0.0000,0.0000,0.0000,0.0000,92334.2887,69588.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,PAINT,joobs,,ByLayer,ByLayer,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,0,16350.0000,84684.2887,69588.0798,0.0000,16350.0000,0.0000,0.0000,68334.2887,69588.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,PAINT,joobs,,ByLayer,ByLayer,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,90,12290.0000,92334.2887,89528.0798,0.0000,0.0000,12290.0000,0.0000,92334.2887,77238.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,교차로,1.0000,,0,joobs,밀리미터,ByLayer,도면층별,ByLayer,1.0000,59599.3705,15656.6116,0.0000,,,,,89,1.0000,1.0000,1.0000,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,0,(0),(0),(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,TSZ-1,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,0,4500.0000,72196.2887,78308.0798,0.0000,4500.0000,0.0000,0.0000,67696.2887,78308.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,TSZ-1,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,90,13500.0000,73676.2887,93288.0798,0.0000,0.0000,13500.0000,0.0000,73676.2887,79788.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,TSZ-1,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,0,4500.0000,84396.2887,88568.0798,0.0000,4500.0000,0.0000,0.0000,79896.2887,88568.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,TSZ-1,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,90,13500.0000,78416.2887,87088.0798,0.0000,0.0000,13500.0000,0.0000,78416.2887,73588.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,호,,,DIM,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,17278.7596,,,,,,,,,,ByLayer,,,,,,,,,,,,34533177.7710,,90,,,,,53689.0015,62088.0798,0.0000,,,,,,,,,,,,,11000.0000,90
1,점,,,Defpoints,joobs,,ByBlock,도면층별,ByBlock,1.0000,74816.5582,60756.9416,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,호,,,ZST,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,,1021.0176,,,,,,,,,,ByLayer,,,,,,,,,,,,120580.7240,,219,,,,,77718.4128,58233.8799,0.0000,,,,,,,,,,,,,650.0000,90
1,점,,,Defpoints,joobs,,빨간색,도면층별,ByBlock,1.0000,83697.2286,57476.8053,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,ZST-1,joobs,,빨간색,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,색상_1,,,,(0),(0),(0),,,,0.0000,,,0,3790.0000,101414.7209,49106.5860,0.0000,3790.0000,0.0000,0.0000,97624.7209,49106.5860,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,호,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,4512.1090,,,,,,,,,,ByLayer,,,,,,,,,,,,2963597.6472,,90,,,,,74676.8277,64088.0798,0.0000,,,,,,,,,,,,,2000.0000,129
1,호,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,1771.0763,,,,,,,,,,ByLayer,,,,,,,,,,,,222564.9405,,39,,,,,64086.0109,64088.0798,0.0000,,,,,,,,,,,,,2000.0000,51
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,87140.7286,96594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,83140.7286,96594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,87140.7286,103594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,83140.7286,103594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,67140.7286,103594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,67140.7286,96594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,56689.0015,69588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,92334.2887,96594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,134440.3394,69588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,98734.2887,79188.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,106834.2887,79188.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,115934.2887,75588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,107834.2887,75588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,143734.2887,75588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,127934.2887,75588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,143734.2887,79488.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,127934.2887,79488.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,99140.7286,103594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,99140.7286,96594.3232,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,점,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,145928.6511,75588.0798,0.0000,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,180,6993.9436,42489.0015,44274.2353,0.0000,-6993.9436,0.0000,0.0000,49482.9451,44274.2353,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,129,9370.2256,65634.5223,65353.8256,0.0000,-5930.1621,7254.9504,0.0000,71564.6844,58098.8753,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,129,2667.5844,73128.3163,62822.3339,0.0000,-1688.2419,2065.3924,0.0000,74816.5582,60756.9416,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,호,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,,3625.2224,,,,,,,,,,ByLayer,,,,,,,,,,,,952597.3361,,90,,,,,62992.1427,62088.0798,0.0000,,,,,,,,,,,,,4000.0000,52
1,호,,,0,joobs,,ByLayer,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByLayer,,,,(0),(0),(0),,,,0.0000,,,,6283.1853,,,,,,,,,,ByLayer,,,,,,,,,,,,4566370.6144,,270,,,,,84834.2887,44223.9554,0.0000,,,,,,,,,,,,,4000.0000,90
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,0,7072.2872,84834.2887,40223.9554,0.0000,7072.2872,0.0000,0.0000,77762.0015,40223.9554,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,0,8157.4611,82834.2887,66088.0798,0.0000,8157.4611,0.0000,0.0000,74676.8277,66088.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,180,1093.8682,62992.1427,66088.0798,0.0000,-1093.8682,0.0000,0.0000,64086.0109,66088.0798,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,선,,,0,joobs,,ByBlock,도면층별,ByLayer,1.0000,,,,,,,,89,,,,,2026-06-16 오후 8:20:10,2026-06-16 오후 8:20:10,C:\Users\joobs\Downloads,옥천학원수정.dwg,2026-06-16 오후 8:15:29,43832,ByBlock,,,,(0),(0),(0),,,,0.0000,,,52,5883.0916,59843.2190,64554.7130,0.0000,3627.8572,4631.3517,0.0000,56215.3617,59923.3612,0.0000,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
